B, G, R (노란색으로 분류됨)
38, 66, 70
40, 65, 70
40, 68, 73
41, 62, 72
41, 63, 71
41, 67, 70
41, 67, 72
41, 69, 74
42, 61, 71
42, 62, 70
42, 63, 74
42, 64, 72
42, 65, 70
42, 67, 74
42, 68, 73
42, 69, 71
42, 71, 75
42, 75, 79
43, 62, 72
43, 63, 71
43, 66, 72
43, 67, 70
43, 67, 77
43, 69, 74
43, 70, 72
43, 72, 79
44, 61, 70
44, 64, 72
44, 65, 70
44, 66, 76
44, 67, 73
44, 67, 74
44, 68, 71
44, 69, 70
44, 69, 77
44, 70, 68
44, 70, 75
44, 71, 73
44, 72, 75
44, 72, 76
44, 74, 80
45, 62, 71
45, 65, 73
45, 66, 72
45, 67, 70
45, 67, 77
45, 68, 75
45, 69, 72
45, 69, 74
45, 70, 71
45, 71, 69
45, 72, 79
45, 73, 77
45, 74, 76
45, 75, 81
45, 76, 80
46, 63, 72
46, 64, 70
46, 66, 74
46, 67, 73
46, 68, 71
46, 68, 78
46, 69, 70
46, 69, 77
46, 70, 66
46, 70, 75
46, 71, 72
46, 71, 73
46, 71, 76
46, 72, 70
46, 72, 75
46, 73, 73
46, 74, 79
46, 75, 77
46, 76, 82
46, 77, 81
47, 65, 72
47, 65, 73
47, 66, 70
47, 67, 75
47, 67, 77
47, 68, 74
47, 69, 72
47, 70, 71
47, 71, 68
47, 71, 69
47, 72, 77
47, 72, 79
47, 73, 76
47, 74, 81
47, 75, 80
47, 76, 78
47, 76, 85
47, 78, 82
48, 64, 70
48, 66, 74
48, 67, 71
48, 67, 73
48, 68, 70
48, 68, 78
48, 69, 75
48, 69, 77
48, 69, 79
48, 70, 66
48, 70, 73
48, 70, 78
48, 71, 72
48, 71, 76
48, 71, 83
48, 72, 70
48, 72, 75
48, 72, 82
48, 73, 69
48, 73, 71
48, 73, 73
48, 73, 80
48, 74, 70
48, 74, 77
48, 74, 79
48, 75, 75
48, 75, 84
48, 76, 74
48, 76, 81
48, 76, 82
48, 77, 79
48, 78, 78
49, 65, 72
49, 66, 70
49, 67, 75
49, 68, 74
49, 69, 71
49, 69, 72
49, 70, 69
49, 71, 68
49, 71, 79
49, 72, 77
49, 73, 76
49, 74, 73
49, 74, 74
49, 74, 81
49, 75, 71
49, 75, 80
49, 76, 77
49, 76, 78
49, 77, 75
49, 77, 82
49, 77, 84
49, 78, 80
49, 78, 85
49, 79, 83
50, 64, 70
50, 66, 73
50, 67, 71
50, 68, 70
50, 69, 79
50, 70, 76
50, 70, 78
50, 71, 75
50, 72, 73
50, 72, 80
50, 72, 82
50, 73, 71
50, 73, 79
50, 74, 70
50, 74, 77
50, 75, 75
50, 75, 82
50, 76, 72
50, 76, 74
50, 76, 81
50, 77, 79
50, 78, 76
50, 78, 78
50, 79, 86
50, 79, 88
50, 80, 84
50, 82, 88
51, 65, 70
51, 65, 72
51, 67, 74
51, 67, 75
51, 68, 72
51, 68, 77
51, 69, 71
51, 69, 75
51, 70, 69
51, 70, 73
51, 71, 68
51, 71, 70
51, 71, 72
51, 71, 79
51, 72, 69
51, 72, 76
51, 72, 77
51, 73, 74
51, 73, 83
51, 74, 73
51, 74, 80
51, 74, 81
51, 75, 71
51, 75, 78
51, 75, 85
51, 76, 77
51, 76, 84
51, 77, 75
51, 77, 82
51, 78, 80
51, 78, 85
51, 79, 79
51, 79, 82
51, 79, 83
51, 80, 77
51, 80, 89
51, 81, 86
51, 81, 87
51, 83, 89
52, 66, 73
52, 67, 70
52, 67, 71
52, 69, 78
52, 70, 76
52, 71, 75
52, 72, 73
52, 72, 80
52, 73, 70
52, 73, 71
52, 73, 79
52, 74, 75
52, 74, 77
52, 74, 84
52, 75, 74
52, 75, 82
52, 76, 72
52, 76, 79
52, 76, 81
52, 77, 78
52, 78, 76
52, 78, 88
52, 79, 86
52, 80, 84
52, 81, 81
52, 81, 83
52, 81, 90
52, 82, 88
52, 83, 87
52, 84, 91
52, 85, 89
53, 65, 70
53, 67, 74
53, 68, 72
53, 69, 71
53, 69, 73
53, 69, 75
53, 70, 68
53, 70, 72
53, 70, 79
53, 71, 70
53, 71, 77
53, 72, 69
53, 72, 76
53, 73, 74
53, 73, 81
53, 74, 73
53, 74, 80
53, 75, 71
53, 75, 78
53, 75, 85
53, 76, 75
53, 76, 77
53, 76, 84
53, 77, 73
53, 77, 82
53, 77, 85
53, 77, 86
53, 78, 79
53, 78, 80
53, 78, 83
53, 79, 77
53, 79, 82
53, 79, 89
53, 80, 76
53, 80, 80
53, 80, 87
53, 81, 78
53, 81, 86
53, 82, 84
53, 82, 91
53, 83, 81
53, 83, 82
53, 83, 89
53, 84, 88
54, 66, 71
54, 67, 70
54, 70, 76
54, 71, 73
54, 71, 75
54, 72, 71
54, 72, 79
54, 72, 80
54, 73, 70
54, 73, 77
54, 74, 75
54, 74, 82
54, 74, 84
54, 75, 74
54, 75, 81
54, 76, 72
54, 76, 79
54, 77, 78
54, 77, 89
54, 78, 74
54, 78, 76
54, 78, 88
54, 79, 84
54, 79, 86
54, 80, 83
54, 81, 81
54, 81, 88
54, 81, 90
54, 82, 80
54, 82, 87
54, 83, 85
54, 83, 92
54, 84, 84
54, 84, 91
54, 85, 89
54, 85, 93
54, 86, 90
54, 86, 92
55, 65, 70
55, 67, 72
55, 68, 71
55, 68, 75
55, 69, 73
55, 70, 68
55, 70, 72
55, 71, 69
55, 71, 70
55, 71, 77
55, 72, 76
55, 73, 73
55, 73, 74
55, 73, 81
55, 74, 71
55, 74, 78
55, 74, 80
55, 75, 77
55, 75, 85
55, 76, 75
55, 76, 82
55, 76, 84
55, 76, 86
55, 77, 73
55, 77, 80
55, 77, 85
55, 78, 79
55, 78, 83
55, 78, 90
55, 79, 77
55, 79, 80
55, 79, 82
55, 79, 89
55, 80, 76
55, 80, 78
55, 80, 87
55, 81, 77
55, 81, 84
55, 81, 86
55, 81, 93
55, 82, 82
55, 82, 89
55, 82, 91
55, 83, 81
55, 83, 88
55, 84, 86
55, 85, 85
55, 86, 83
55, 86, 95
55, 87, 93
55, 88, 91
55, 89, 97
56, 66, 71
56, 67, 70
56, 69, 76
56, 70, 75
56, 71, 73
56, 72, 71
56, 72, 79
56, 73, 70
56, 73, 77
56, 74, 74
56, 74, 75
56, 74, 82
56, 75, 72
56, 75, 81
56, 76, 78
56, 76, 79
56, 77, 76
56, 77, 88
56, 78, 74
56, 78, 86
56, 79, 84
56, 79, 91
56, 80, 83
56, 80, 90
56, 81, 80
56, 81, 81
56, 81, 88
56, 82, 78
56, 82, 87
56, 82, 94
56, 83, 84
56, 83, 85
56, 83, 92
56, 84, 82
56, 84, 89
56, 84, 91
56, 84, 93
56, 85, 87
56, 85, 92
56, 85, 99
56, 86, 86
56, 86, 90
56, 87, 89
56, 87, 96
56, 88, 94
56, 89, 93
56, 90, 98
56, 91, 96
57, 67, 72
57, 68, 71
57, 69, 72
57, 69, 73
57, 70, 77
57, 71, 69
57, 71, 76
57, 72, 74
57, 73, 73
57, 73, 80
57, 74, 71
57, 74, 78
57, 75, 77
57, 75, 84
57, 76, 73
57, 76, 75
57, 76, 82
57, 76, 86
57, 77, 80
57, 77, 83
57, 77, 85
57, 78, 77
57, 78, 79
57, 78, 82
57, 79, 76
57, 79, 80
57, 79, 87
57, 79, 89
57, 80, 78
57, 80, 86
57, 81, 77
57, 81, 84
57, 81, 91
57, 82, 82
57, 82, 89
57, 83, 79
57, 83, 81
57, 83, 88
57, 84, 86
57, 84, 98
57, 85, 83
57, 85, 85
57, 85, 96
57, 86, 81
57, 86, 93
57, 86, 95
57, 87, 91
57, 87, 98
57, 88, 97
57, 89, 95
57, 90, 94
57, 91, 99
58, 70, 75
58, 71, 73
58, 72, 70
58, 72, 77
58, 72, 79
58, 73, 75
58, 74, 74
58, 74, 81
58, 74, 82
58, 75, 72
58, 75, 79
58, 76, 78
58, 77, 76
58, 78, 86
58, 79, 83
58, 79, 84
58, 80, 81
58, 80, 90
58, 81, 80
58, 81, 87
58, 81, 88
58, 82, 78
58, 82, 85
58, 82, 92
58, 82, 94
58, 83, 84
58, 83, 91
58, 83, 95
58, 84, 82
58, 84, 89
58, 84, 93
58, 85, 87
58, 85, 92
58, 85, 99
58, 86, 86
58, 86, 89
58, 86, 90
58, 86, 97
58, 87, 83
58, 87, 84
58, 87, 87
58, 87, 96
58, 88, 93
58, 88, 94
58, 88, 101
58, 89, 91
58, 89, 98
58, 89, 100
58, 90, 96
58, 91, 95
59, 71, 76
59, 72, 74
59, 73, 80
59, 74, 77
59, 74, 78
59, 75, 75
59, 76, 73
59, 76, 85
59, 77, 83
59, 78, 82
59, 79, 80
59, 79, 87
59, 80, 77
59, 80, 78
59, 80, 86
59, 81, 82
59, 81, 84
59, 81, 91
59, 82, 81
59, 82, 89
59, 83, 79
59, 83, 86
59, 83, 88
59, 84, 85
59, 84, 96
59, 85, 83
59, 85, 95
59, 86, 93
59, 86, 100
59, 87, 91
59, 87, 98
59, 88, 88
59, 88, 90
59, 88, 97
59, 89, 95
59, 90, 92
59, 90, 94
59, 90, 101
59, 91, 98
59, 91, 99
59, 92, 96
59, 92, 100
59, 93, 99
59, 95, 103
59, 96, 101
60, 72, 77
60, 73, 75
60, 74, 81
60, 75, 79
60, 76, 76
60, 76, 78
60, 76, 80
60, 76, 82
60, 77, 74
60, 77, 79
60, 77, 86
60, 78, 77
60, 78, 84
60, 79, 76
60, 79, 83
60, 80, 81
60, 80, 88
60, 81, 80
60, 81, 87
60, 82, 78
60, 82, 85
60, 82, 92
60, 83, 82
60, 83, 84
60, 83, 91
60, 83, 95
60, 84, 80
60, 84, 89
60, 84, 92
60, 84, 93
60, 85, 86
60, 85, 87
60, 85, 90
60, 86, 84
60, 86, 89
60, 86, 96
60, 86, 97
60, 87, 83
60, 87, 87
60, 87, 94
60, 87, 101
60, 88, 84
60, 88, 85
60, 88, 93
60, 88, 100
60, 89, 91
60, 89, 98
60, 90, 88
60, 90, 89
60, 90, 96
60, 91, 93
60, 91, 95
60, 92, 92
60, 93, 102
60, 93, 103
60, 94, 100
60, 95, 98
60, 96, 104
60, 97, 102
60, 99, 106
61, 71, 76
61, 73, 78
61, 74, 77
61, 77, 83
61, 78, 80
61, 78, 82
61, 79, 78
61, 79, 86
61, 79, 87
61, 80, 77
61, 80, 84
61, 81, 82
61, 81, 89
61, 81, 91
61, 82, 81
61, 82, 88
61, 83, 79
61, 83, 86
61, 84, 85
61, 84, 96
61, 85, 81
61, 85, 83
61, 85, 95
61, 86, 91
61, 86, 93
61, 87, 90
61, 87, 98
61, 88, 88
61, 88, 95
61, 88, 97
61, 89, 87
61, 89, 94
61, 89, 101
61, 89, 102
61, 90, 85
61, 90, 92
61, 90, 99
61, 90, 104
61, 91, 90
61, 91, 98
61, 91, 102
61, 92, 89
61, 92, 96
61, 92, 100
61, 93, 93
61, 93, 94
61, 93, 97
61, 93, 99
61, 94, 103
61, 94, 104
61, 95, 101
61, 96, 100
61, 96, 107
61, 97, 105
61, 98, 103
61, 100, 107
62, 72, 77
62, 74, 79
62, 75, 78
62, 75, 82
62, 76, 80
62, 77, 79
62, 78, 76
62, 78, 77
62, 78, 84
62, 79, 81
62, 79, 83
62, 80, 80
62, 80, 88
62, 81, 78
62, 81, 85
62, 81, 87
62, 82, 84
62, 82, 91
62, 82, 92
62, 83, 82
62, 83, 89
62, 83, 93
62, 84, 80
62, 84, 87
62, 84, 92
62, 85, 86
62, 85, 90
62, 85, 97
62, 86, 84
62, 86, 87
62, 86, 89
62, 86, 96
62, 87, 83
62, 87, 85
62, 87, 94
62, 88, 84
62, 88, 91
62, 88, 93
62, 88, 100
62, 89, 89
62, 89, 96
62, 89, 98
62, 90, 88
62, 90, 95
62, 91, 86
62, 91, 93
62, 91, 105
62, 92, 92
62, 92, 103
62, 93, 90
62, 93, 102
62, 94, 100
62, 95, 97
62, 95, 98
62, 95, 105
62, 96, 102
62, 96, 104
62, 97, 101
62, 98, 106
62, 98, 108
62, 99, 105
63, 76, 83
63, 77, 82
63, 78, 80
63, 79, 78
63, 79, 86
63, 80, 77
63, 80, 84
63, 81, 81
63, 81, 82
63, 81, 89
63, 82, 79
63, 82, 88
63, 83, 85
63, 83, 86
63, 84, 83
63, 84, 95
63, 85, 81
63, 85, 93
63, 86, 91
63, 86, 98
63, 87, 90
63, 87, 97
63, 88, 87
63, 88, 88
63, 88, 95
63, 89, 85
63, 89, 94
63, 89, 101
63, 90, 90
63, 90, 92
63, 90, 99
63, 90, 104
63, 91, 89
63, 91, 96
63, 91, 98
63, 91, 100
63, 91, 102
63, 92, 87
63, 92, 94
63, 92, 99
63, 92, 106
63, 92, 107
63, 93, 93
63, 93, 97
63, 93, 104
63, 94, 91
63, 94, 96
63, 94, 103
63, 95, 92
63, 95, 94
63, 95, 101
63, 95, 108
63, 96, 100
63, 96, 107
63, 97, 98
63, 97, 105
63, 98, 102
63, 98, 103
63, 98, 111
63, 99, 109
63, 100, 106
63, 100, 107
63, 101, 104
64, 76, 80
64, 77, 84
64, 78, 83
64, 79, 81
64, 80, 80
64, 80, 87
64, 81, 78
64, 81, 85
64, 82, 84
64, 82, 91
64, 83, 80
64, 83, 82
64, 83, 89
64, 83, 93
64, 84, 87
64, 84, 90
64, 84, 92
64, 85, 84
64, 85, 86
64, 85, 89
64, 86, 83
64, 86, 87
64, 86, 94
64, 86, 96
64, 87, 85
64, 87, 93
64, 88, 84
64, 88, 91
64, 88, 98
64, 89, 89
64, 89, 96
64, 90, 86
64, 90, 88
64, 90, 95
64, 91, 93
64, 91, 105
64, 92, 90
64, 92, 92
64, 92, 103
64, 93, 88
64, 93, 100
64, 93, 102
64, 94, 98
64, 94, 105
64, 94, 107
64, 95, 97
64, 95, 104
64, 96, 95
64, 96, 102
64, 96, 109
64, 97, 101
64, 97, 108
64, 98, 99
64, 98, 106
64, 99, 105
64, 100, 103
64, 102, 110
65, 77, 82
65, 79, 84
65, 79, 86
65, 80, 82
65, 81, 81
65, 81, 88
65, 81, 89
65, 82, 79
65, 82, 86
65, 83, 85
65, 84, 83
65, 85, 93
65, 86, 90
65, 86, 91
65, 87, 88
65, 87, 97
65, 88, 87
65, 88, 94
65, 88, 95
65, 89, 85
65, 89, 92
65, 89, 99
65, 89, 101
65, 90, 90
65, 90, 98
65, 90, 102
65, 91, 89
65, 91, 96
65, 91, 100
65, 92, 94
65, 92, 99
65, 92, 106
65, 93, 93
65, 93, 96
65, 93, 97
65, 93, 104
65, 94, 90
65, 94, 91
65, 94, 94
65, 94, 103
65, 95, 92
65, 95, 100
65, 95, 101
65, 95, 108
65, 96, 91
65, 96, 98
65, 96, 105
65, 96, 107
65, 97, 96
65, 97, 103
65, 98, 95
65, 98, 102
65, 98, 109
65, 98, 111
65, 99, 100
65, 99, 107
65, 100, 106
65, 100, 110
65, 101, 104
65, 101, 109
65, 102, 105
65, 102, 107
65, 102, 114
65, 103, 111
65, 103, 112
66, 78, 83
66, 80, 87
66, 81, 84
66, 81, 85
66, 82, 82
66, 83, 80
66, 83, 87
66, 83, 89
66, 83, 92
66, 84, 86
66, 84, 90
66, 85, 84
66, 85, 89
66, 86, 83
66, 86, 87
66, 86, 94
66, 87, 84
66, 87, 85
66, 87, 93
66, 88, 89
66, 88, 91
66, 88, 98
66, 89, 88
66, 89, 96
66, 90, 86
66, 90, 93
66, 90, 95
66, 91, 92
66, 91, 103
66, 92, 90
66, 92, 102
66, 93, 100
66, 93, 107
66, 94, 98
66, 94, 105
66, 95, 95
66, 95, 97
66, 95, 104
66, 96, 94
66, 96, 102
66, 96, 109
66, 97, 92
66, 97, 99
66, 97, 101
66, 97, 108
66, 98, 97
66, 98, 105
66, 98, 106
66, 99, 96
66, 99, 103
66, 100, 94
66, 100, 101
66, 100, 113
66, 101, 100
66, 101, 111
66, 102, 97
66, 102, 110
66, 103, 108
66, 103, 115
66, 104, 114
66, 105, 112
66, 106, 116
67, 79, 84
67, 81, 88
67, 82, 86
67, 83, 85
67, 84, 81
67, 84, 93
67, 85, 91
67, 86, 90
67, 87, 88
67, 87, 95
67, 88, 85
67, 88, 87
67, 88, 94
67, 89, 92
67, 89, 99
67, 90, 89
67, 90, 90
67, 90, 98
67, 90, 102
67, 91, 87
67, 91, 94
67, 91, 96
67, 91, 99
67, 91, 100
67, 92, 93
67, 92, 97
67, 93, 91
67, 93, 96
67, 93, 103
67, 93, 104
67, 94, 90
67, 94, 94
67, 94, 101
67, 94, 108
67, 95, 91
67, 95, 92
67, 95, 100
67, 95, 107
67, 96, 98
67, 96, 105
67, 97, 95
67, 97, 96
67, 97, 103
67, 98, 93
67, 98, 100
67, 98, 102
67, 98, 113
67, 99, 99
67, 100, 97
67, 100, 109
67, 100, 110
67, 101, 107
67, 101, 114
67, 102, 105
67, 102, 112
67, 103, 111
67, 103, 118
67, 104, 109
67, 104, 116
67, 105, 108
67, 105, 115
67, 106, 113
68, 80, 85
68, 84, 89
68, 84, 90
68, 85, 87
68, 86, 85
68, 86, 93
68, 86, 94
68, 87, 84
68, 87, 91
68, 88, 89
68, 88, 96
68, 89, 88
68, 89, 95
68, 90, 86
68, 90, 93
68, 91, 92
68, 91, 103
68, 92, 88
68, 92, 90
68, 92, 102
68, 93, 98
68, 93, 100
68, 94, 97
68, 94, 104
68, 94, 105
68, 95, 95
68, 95, 102
68, 96, 94
68, 96, 101
68, 96, 108
68, 96, 109
68, 97, 92
68, 97, 99
68, 97, 106
68, 97, 111
68, 98, 97
68, 98, 105
68, 98, 109
68, 99, 94
68, 99, 96
68, 99, 103
68, 99, 107
68, 99, 114
68, 100, 100
68, 100, 101
68, 100, 104
68, 100, 106
68, 100, 113
68, 101, 98
68, 101, 103
68, 101, 110
68, 101, 111
68, 102, 97
68, 102, 101
68, 102, 108
68, 102, 117
68, 103, 106
68, 103, 114
68, 103, 115
68, 104, 112
68, 104, 119
68, 105, 110
68, 105, 118
68, 106, 109
68, 106, 116
68, 107, 114
68, 108, 113
68, 108, 115
68, 108, 117
69, 81, 86
69, 82, 89
69, 83, 87
69, 84, 86
69, 85, 91
69, 86, 88
69, 86, 90
69, 87, 87
69, 87, 95
69, 88, 85
69, 88, 92
69, 88, 94
69, 89, 90
69, 89, 98
69, 89, 99
69, 90, 89
69, 90, 96
69, 90, 100
69, 91, 87
69, 91, 94
69, 91, 99
69, 92, 93
69, 92, 97
69, 92, 104
69, 93, 91
69, 93, 94
69, 93, 96
69, 93, 103
69, 94, 90
69, 94, 92
69, 94, 101
69, 95, 91
69, 95, 98
69, 95, 100
69, 95, 107
69, 96, 96
69, 96, 103
69, 96, 105
69, 97, 95
69, 97, 102
69, 98, 93
69, 98, 100
69, 98, 112
69, 99, 99
69, 99, 110
69, 100, 97
69, 100, 109
69, 100, 116
69, 101, 107
69, 101, 114
69, 102, 104
69, 102, 105
69, 102, 112
69, 103, 102
69, 103, 109
69, 103, 111
69, 104, 101
69, 104, 108
69, 104, 116
69, 105, 99
69, 105, 113
69, 105, 115
69, 106, 112
69, 107, 110
69, 108, 120
69, 109, 118
69, 110, 117
69, 112, 121
70, 83, 90
70, 84, 89
70, 85, 87
70, 86, 93
70, 87, 84
70, 87, 91
70, 88, 88
70, 88, 89
70, 88, 96
70, 89, 86
70, 89, 95
70, 90, 92
70, 90, 93
70, 91, 90
70, 91, 102
70, 92, 88
70, 92, 100
70, 93, 98
70, 93, 105
70, 94, 97
70, 94, 104
70, 95, 94
70, 95, 95
70, 95, 102
70, 96, 92
70, 96, 101
70, 96, 108
70, 97, 97
70, 97, 99
70, 97, 106
70, 97, 111
70, 98, 96
70, 98, 103
70, 98, 105
70, 98, 107
70, 98, 109
70, 99, 94
70, 99, 101
70, 99, 106
70, 99, 113
70, 99, 114
70, 100, 100
70, 100, 104
70, 100, 111
70, 101, 98
70, 101, 103
70, 101, 110
70, 102, 97
70, 102, 99
70, 102, 101
70, 102, 108
70, 102, 115
70, 103, 98
70, 103, 106
70, 103, 114
70, 104, 103
70, 104, 105
70, 104, 112
70, 104, 119
70, 105, 102
70, 105, 109
70, 105, 110
70, 105, 118
70, 106, 100
70, 106, 107
70, 106, 116
70, 106, 119
70, 106, 120
70, 107, 106
70, 107, 113
70, 107, 114
70, 107, 117
70, 108, 111
70, 108, 115
70, 109, 102
70, 109, 114
70, 109, 121
70, 110, 119
70, 111, 118
70, 113, 122
71, 84, 91
71, 85, 90
71, 87, 94
71, 88, 92
71, 89, 90
71, 89, 98
71, 90, 87
71, 90, 89
71, 90, 96
71, 90, 100
71, 91, 94
71, 91, 97
71, 91, 99
71, 92, 91
71, 92, 93
71, 92, 96
71, 93, 90
71, 93, 94
71, 93, 101
71, 93, 103
71, 94, 92
71, 94, 100
71, 95, 91
71, 95, 98
71, 95, 105
71, 96, 96
71, 96, 103
71, 97, 93
71, 97, 95
71, 97, 102
71, 98, 100
71, 98, 112
71, 99, 97
71, 99, 99
71, 99, 110
71, 100, 95
71, 100, 107
71, 100, 109
71, 101, 105
71, 101, 112
71, 101, 114
71, 102, 104
71, 102, 111
71, 103, 102
71, 103, 109
71, 103, 116
71, 104, 99
71, 104, 101
71, 104, 108
71, 104, 115
71, 105, 106
71, 105, 113
71, 106, 103
71, 106, 104
71, 106, 112
71, 107, 101
71, 107, 108
71, 107, 110
71, 107, 121
71, 108, 107
71, 108, 118
71, 108, 120
71, 109, 105
71, 109, 117
71, 110, 104
71, 110, 115
71, 110, 122
71, 111, 121
71, 112, 119
71, 115, 121
72, 86, 91
72, 86, 93
72, 88, 95
72, 88, 96
72, 89, 93
72, 90, 92
72, 91, 90
72, 92, 100
72, 93, 97
72, 93, 98
72, 94, 95
72, 94, 104
72, 95, 94
72, 95, 101
72, 95, 102
72, 96, 92
72, 96, 99
72, 96, 106
72, 96, 108
72, 97, 97
72, 97, 105
72, 97, 109
72, 98, 96
72, 98, 103
72, 98, 107
72, 99, 101
72, 99, 106
72, 99, 113
72, 100, 98
72, 100, 100
72, 100, 103
72, 100, 104
72, 100, 111
72, 101, 97
72, 101, 101
72, 101, 110
72, 102, 99
72, 102, 106
72, 102, 108
72, 102, 115
72, 103, 98
72, 103, 105
72, 103, 112
72, 103, 114
72, 104, 103
72, 104, 110
72, 104, 119
72, 105, 102
72, 105, 109
72, 105, 116
72, 105, 118
72, 105, 120
72, 106, 100
72, 106, 107
72, 106, 114
72, 106, 119
72, 107, 104
72, 107, 106
72, 107, 113
72, 107, 117
72, 108, 102
72, 108, 111
72, 108, 115
72, 108, 123
72, 109, 108
72, 109, 110
72, 109, 112
72, 109, 114
72, 109, 121
72, 110, 106
72, 110, 118
72, 110, 119
72, 111, 105
72, 111, 116
72, 112, 122
72, 112, 123
72, 113, 120
73, 87, 94
73, 88, 92
73, 90, 94
73, 90, 96
73, 90, 99
73, 91, 93
73, 91, 97
73, 92, 91
73, 92, 96
73, 93, 90
73, 93, 92
73, 93, 94
73, 93, 101
73, 94, 91
73, 94, 100
73, 95, 96
73, 95, 98
73, 95, 105
73, 96, 95
73, 96, 102
73, 96, 103
73, 97, 93
73, 97, 100
73, 98, 99
73, 98, 110
73, 99, 97
73, 99, 109
73, 100, 107
73, 100, 114
73, 101, 105
73, 101, 112
73, 102, 102
73, 102, 104
73, 102, 111
73, 103, 101
73, 103, 108
73, 103, 109
73, 103, 116
73, 104, 99
73, 104, 106
73, 104, 115
73, 105, 104
73, 105, 112
73, 105, 113
73, 106, 103
73, 106, 110
73, 106, 121
73, 107, 101
73, 107, 108
73, 107, 120
73, 108, 107
73, 108, 118
73, 109, 104
73, 109, 105
73, 109, 117
73, 109, 124
73, 110, 113
73, 110, 115
73, 110, 122
73, 111, 121
73, 112, 117
73, 112, 119
73, 112, 126
73, 113, 109
73, 113, 123
73, 113, 125
73, 114, 121
74, 88, 95
74, 89, 93
74, 90, 92
74, 91, 100
74, 92, 98
74, 93, 97
74, 94, 95
74, 94, 102
74, 95, 92
74, 95, 94
74, 95, 101
74, 96, 99
74, 96, 106
74, 97, 96
74, 97, 97
74, 97, 105
74, 97, 109
74, 98, 94
74, 98, 101
74, 98, 103
74, 98, 106
74, 98, 107
74, 99, 100
74, 99, 104
74, 99, 111
74, 100, 98
74, 100, 103
74, 100, 110
74, 101, 97
74, 101, 101
74, 101, 108
74, 101, 115
74, 102, 98
74, 102, 99
74, 102, 106
74, 102, 114
74, 103, 105
74, 103, 112
74, 104, 102
74, 104, 103
74, 104, 110
74, 104, 118
74, 105, 100
74, 105, 107
74, 105, 109
74, 105, 116
74, 105, 120
74, 106, 106
74, 106, 114
74, 106, 117
74, 106, 119
74, 107, 104
74, 107, 111
74, 107, 113
74, 107, 115
74, 107, 124
74, 108, 102
74, 108, 110
74, 108, 114
74, 108, 121
74, 108, 123
74, 109, 108
74, 109, 112
74, 109, 119
74, 110, 106
74, 110, 111
74, 110, 118
74, 110, 125
74, 111, 105
74, 111, 108
74, 111, 109
74, 111, 116
74, 111, 123
74, 112, 106
74, 112, 115
74, 112, 122
74, 113, 120
74, 114, 119
74, 115, 128
74, 117, 124
75, 91, 96
75, 91, 97
75, 92, 94
75, 93, 100
75, 93, 101
75, 94, 91
75, 94, 98
75, 95, 96
75, 95, 103
75, 96, 95
75, 96, 102
75, 97, 93
75, 97, 100
75, 98, 99
75, 98, 110
75, 99, 95
75, 99, 97
75, 99, 109
75, 100, 105
75, 100, 107
75, 101, 104
75, 101, 111
75, 101, 112
75, 102, 102
75, 102, 109
75, 103, 101
75, 103, 108
75, 103, 115
75, 103, 116
75, 104, 99
75, 104, 106
75, 104, 113
75, 105, 104
75, 105, 112
75, 106, 101
75, 106, 103
75, 106, 110
75, 106, 121
75, 107, 107
75, 107, 108
75, 107, 120
75, 108, 105
75, 108, 117
75, 108, 118
75, 108, 125
75, 109, 104
75, 109, 115
75, 109, 124
75, 110, 113
75, 110, 121
75, 110, 122
75, 111, 112
75, 111, 119
75, 111, 126
75, 111, 128
75, 112, 110
75, 112, 117
75, 112, 125
75, 113, 107
75, 113, 109
75, 113, 116
75, 113, 123
75, 113, 127
75, 114, 121
75, 114, 126
75, 115, 111
75, 115, 120
75, 115, 122
75, 115, 124
75, 115, 131
75, 117, 128
76, 89, 96
76, 92, 98
76, 93, 95
76, 93, 97
76, 94, 102
76, 95, 92
76, 95, 99
76, 95, 101
76, 96, 97
76, 96, 105
76, 96, 106
76, 97, 96
76, 97, 103
76, 97, 107
76, 98, 94
76, 98, 101
76, 98, 106
76, 99, 100
76, 99, 104
76, 99, 111
76, 100, 98
76, 100, 101
76, 100, 103
76, 100, 110
76, 101, 97
76, 101, 99
76, 101, 108
76, 102, 98
76, 102, 105
76, 102, 106
76, 102, 114
76, 103, 103
76, 103, 110
76, 103, 112
76, 104, 102
76, 104, 109
76, 105, 100
76, 105, 107
76, 105, 119
76, 106, 106
76, 106, 117
76, 107, 104
76, 107, 115
76, 107, 123
76, 108, 114
76, 108, 121
76, 109, 111
76, 109, 112
76, 109, 119
76, 110, 109
76, 110, 116
76, 110, 118
76, 110, 125
76, 111, 108
76, 111, 115
76, 111, 123
76, 112, 106
76, 112, 113
76, 112, 120
76, 112, 122
76, 113, 111
76, 113, 119
76, 113, 130
76, 114, 110
76, 114, 117
76, 114, 128
76, 115, 108
76, 115, 115
76, 115, 127
76, 116, 112
76, 116, 114
76, 116, 125
76, 117, 122
76, 117, 124
76, 117, 131
76, 118, 129
76, 119, 128
76, 119, 135
76, 121, 130
77, 90, 97
77, 91, 96
77, 93, 100
77, 94, 98
77, 95, 96
77, 95, 103
77, 96, 93
77, 96, 102
77, 97, 99
77, 97, 100
77, 98, 97
77, 98, 109
77, 99, 95
77, 99, 107
77, 100, 105
77, 100, 112
77, 101, 104
77, 101, 111
77, 102, 101
77, 102, 102
77, 102, 109
77, 103, 99
77, 103, 108
77, 103, 115
