B, G, R (노란색으로 분류됨)
118, 158, 156
118, 158, 163
118, 158, 167
118, 158, 174
118, 159, 161
118, 159, 164
118, 159, 166
118, 159, 173
118, 160, 158
118, 160, 162
118, 160, 169
118, 160, 171
118, 160, 178
118, 161, 156
118, 161, 168
118, 161, 177
118, 162, 166
118, 162, 173
118, 162, 175
118, 163, 165
118, 163, 172
118, 163, 185
118, 164, 163
118, 164, 170
118, 164, 182
118, 165, 180
118, 166, 178
118, 166, 186
118, 167, 175
118, 167, 177
118, 167, 184
118, 168, 174
118, 168, 182
118, 168, 190
118, 169, 179
118, 169, 181
118, 170, 178
118, 170, 185
118, 170, 186
118, 171, 183
118, 172, 182
119, 139, 149
119, 140, 148
119, 140, 150
119, 141, 149
119, 142, 154
119, 143, 153
119, 144, 151
119, 145, 148
119, 145, 150
119, 145, 157
119, 146, 155
119, 147, 152
119, 147, 153
119, 148, 143
119, 148, 150
119, 148, 162
119, 148, 163
119, 149, 149
119, 149, 160
119, 150, 147
119, 150, 159
119, 150, 166
119, 151, 157
119, 151, 164
119, 152, 154
119, 152, 155
119, 152, 162
119, 153, 152
119, 153, 161
119, 153, 168
119, 154, 158
119, 154, 159
119, 154, 166
119, 155, 163
119, 155, 165
119, 156, 155
119, 156, 162
119, 156, 175
119, 157, 160
119, 157, 172
119, 158, 158
119, 158, 170
119, 158, 177
119, 159, 155
119, 159, 168
119, 159, 175
119, 160, 167
119, 160, 174
119, 161, 164
119, 161, 165
119, 161, 172
119, 162, 169
119, 162, 171
119, 162, 178
119, 162, 182
119, 163, 167
119, 163, 176
119, 163, 179
119, 163, 181
119, 164, 166
119, 164, 173
119, 164, 175
119, 164, 177
119, 165, 171
119, 165, 176
119, 166, 170
119, 166, 174
119, 166, 181
119, 167, 173
119, 167, 180
119, 167, 187
119, 168, 178
119, 169, 176
119, 169, 184
119, 170, 180
119, 170, 182
119, 171, 179
119, 172, 184
119, 172, 186
120, 141, 152
120, 142, 150
120, 144, 154
120, 145, 152
120, 146, 151
120, 146, 158
120, 147, 149
120, 147, 156
120, 147, 161
120, 148, 153
120, 148, 155
120, 148, 157
120, 148, 159
120, 149, 144
120, 149, 151
120, 149, 156
120, 150, 150
120, 150, 154
120, 150, 161
120, 150, 163
120, 151, 148
120, 151, 153
120, 151, 160
120, 151, 167
120, 152, 147
120, 152, 149
120, 152, 151
120, 152, 158
120, 152, 165
120, 153, 148
120, 153, 157
120, 153, 164
120, 154, 153
120, 154, 155
120, 154, 162
120, 155, 159
120, 155, 160
120, 156, 157
120, 156, 170
120, 157, 156
120, 157, 167
120, 157, 169
120, 157, 176
120, 158, 166
120, 158, 173
120, 159, 164
120, 159, 171
120, 160, 162
120, 160, 169
120, 160, 177
120, 160, 178
120, 161, 159
120, 161, 161
120, 161, 168
120, 161, 175
120, 162, 165
120, 162, 166
120, 162, 173
120, 163, 172
120, 164, 169
120, 164, 170
120, 165, 178
120, 165, 180
120, 165, 187
120, 166, 177
120, 166, 186
120, 167, 175
120, 167, 182
120, 167, 184
120, 168, 174
120, 168, 181
120, 169, 179
120, 170, 178
120, 172, 182
121, 143, 151
121, 143, 153
121, 145, 155
121, 145, 157
121, 146, 153
121, 147, 152
121, 148, 162
121, 149, 160
121, 150, 157
121, 150, 159
121, 151, 155
121, 151, 162
121, 151, 164
121, 152, 154
121, 152, 161
121, 153, 152
121, 153, 159
121, 153, 166
121, 153, 168
121, 154, 149
121, 154, 151
121, 154, 158
121, 154, 165
121, 154, 169
121, 155, 156
121, 155, 163
121, 155, 168
121, 156, 153
121, 156, 155
121, 156, 162
121, 156, 166
121, 156, 173
121, 157, 158
121, 157, 160
121, 157, 163
121, 157, 164
121, 157, 172
121, 158, 157
121, 158, 161
121, 158, 168
121, 158, 170
121, 158, 177
121, 159, 167
121, 159, 175
121, 160, 158
121, 160, 165
121, 160, 172
121, 160, 174
121, 160, 181
121, 161, 164
121, 161, 171
121, 161, 178
121, 161, 179
121, 162, 162
121, 162, 169
121, 162, 176
121, 163, 167
121, 163, 175
121, 164, 166
121, 164, 173
121, 164, 177
121, 164, 184
121, 165, 171
121, 165, 174
121, 165, 176
121, 165, 183
121, 166, 168
121, 166, 170
121, 166, 173
121, 166, 188
121, 167, 178
121, 167, 180
121, 168, 176
121, 168, 185
121, 169, 182
121, 170, 180
121, 171, 179
121, 171, 190
121, 174, 184
121, 174, 185
121, 176, 188
121, 180, 189
122, 144, 154
122, 145, 152
122, 146, 156
122, 146, 158
122, 147, 155
122, 147, 159
122, 148, 153
122, 148, 157
122, 149, 156
122, 149, 163
122, 150, 153
122, 150, 154
122, 150, 161
122, 151, 160
122, 152, 149
122, 152, 157
122, 152, 158
122, 152, 165
122, 153, 148
122, 153, 155
122, 153, 162
122, 153, 164
122, 154, 153
122, 154, 160
122, 155, 152
122, 155, 159
122, 155, 170
122, 156, 150
122, 156, 157
122, 156, 169
122, 157, 156
122, 157, 167
122, 157, 174
122, 158, 152
122, 158, 166
122, 158, 173
122, 159, 162
122, 159, 164
122, 159, 171
122, 160, 168
122, 160, 169
122, 161, 166
122, 161, 175
122, 162, 172
122, 162, 173
122, 163, 170
122, 164, 169
122, 164, 180
122, 165, 178
122, 166, 177
122, 166, 184
122, 167, 174
122, 167, 175
122, 167, 182
122, 167, 190
122, 168, 172
122, 168, 181
122, 168, 188
122, 169, 178
122, 169, 179
122, 169, 186
122, 170, 176
122, 170, 183
122, 170, 185
122, 170, 189
122, 171, 182
122, 171, 186
122, 172, 180
122, 172, 184
122, 173, 183
122, 173, 190
122, 174, 181
122, 174, 188
122, 177, 189
123, 145, 155
123, 146, 153
123, 148, 160
123, 149, 159
123, 150, 157
123, 150, 164
123, 151, 155
123, 151, 162
123, 152, 154
123, 152, 161
123, 153, 151
123, 153, 159
123, 153, 166
123, 154, 149
123, 154, 156
123, 154, 158
123, 154, 165
123, 154, 169
123, 155, 155
123, 155, 162
123, 155, 163
123, 155, 166
123, 155, 168
123, 156, 160
123, 156, 164
123, 156, 172
123, 156, 173
123, 157, 158
123, 157, 163
123, 157, 170
123, 158, 157
123, 158, 161
123, 158, 168
123, 158, 175
123, 159, 155
123, 159, 158
123, 159, 167
123, 159, 174
123, 160, 165
123, 160, 172
123, 160, 179
123, 161, 164
123, 161, 171
123, 161, 178
123, 162, 167
123, 162, 169
123, 162, 176
123, 162, 181
123, 163, 166
123, 163, 175
123, 163, 177
123, 163, 179
123, 164, 171
123, 164, 173
123, 164, 176
123, 165, 170
123, 165, 174
123, 165, 181
123, 166, 168
123, 166, 173
123, 166, 180
123, 166, 187
123, 167, 178
123, 167, 185
123, 168, 176
123, 169, 175
123, 169, 182
123, 170, 180
123, 170, 192
123, 171, 177
123, 171, 179
123, 171, 190
123, 172, 187
123, 173, 185
123, 173, 194
123, 174, 184
123, 174, 191
123, 175, 182
123, 178, 192
123, 179, 189
123, 179, 190
124, 146, 156
124, 147, 155
124, 147, 159
124, 148, 156
124, 148, 157
124, 149, 154
124, 150, 160
124, 150, 161
124, 151, 158
124, 151, 165
124, 152, 157
124, 152, 164
124, 153, 155
124, 153, 162
124, 154, 152
124, 154, 153
124, 154, 160
124, 155, 150
124, 155, 159
124, 155, 170
124, 156, 156
124, 156, 157
124, 156, 169
124, 157, 166
124, 157, 167
124, 157, 174
124, 158, 164
124, 158, 171
124, 158, 173
124, 159, 162
124, 159, 169
124, 160, 161
124, 160, 168
124, 160, 175
124, 160, 177
124, 161, 158
124, 161, 159
124, 161, 166
124, 161, 173
124, 162, 165
124, 162, 172
124, 163, 170
124, 163, 182
124, 164, 167
124, 164, 169
124, 164, 180
124, 165, 177
124, 165, 178
124, 165, 186
124, 166, 175
124, 167, 174
124, 167, 181
124, 167, 182
124, 168, 172
124, 168, 179
124, 168, 186
124, 168, 188
124, 169, 178
124, 169, 185
124, 169, 189
124, 170, 176
124, 170, 183
124, 170, 187
124, 171, 182
124, 171, 186
124, 172, 180
124, 172, 183
124, 172, 184
124, 172, 191
124, 173, 178
124, 173, 190
124, 174, 187
124, 174, 188
124, 175, 185
124, 176, 183
124, 177, 189
124, 178, 187
125, 148, 160
125, 149, 159
125, 150, 157
125, 151, 162
125, 152, 159
125, 152, 161
125, 153, 158
125, 153, 165
125, 153, 166
125, 154, 156
125, 154, 163
125, 154, 168
125, 155, 162
125, 155, 166
125, 156, 151
125, 156, 153
125, 156, 160
125, 156, 164
125, 156, 172
125, 157, 157
125, 157, 158
125, 157, 161
125, 157, 163
125, 157, 170
125, 158, 155
125, 158, 160
125, 158, 168
125, 158, 175
125, 159, 154
125, 159, 158
125, 159, 165
125, 159, 167
125, 159, 174
125, 160, 164
125, 160, 171
125, 160, 172
125, 161, 162
125, 161, 169
125, 161, 178
125, 162, 167
125, 162, 175
125, 162, 176
125, 162, 179
125, 163, 166
125, 163, 173
125, 163, 177
125, 164, 171
125, 164, 176
125, 164, 183
125, 165, 170
125, 165, 174
125, 165, 181
125, 166, 171
125, 166, 173
125, 166, 180
125, 166, 187
125, 167, 176
125, 167, 178
125, 167, 185
125, 168, 175
125, 168, 184
125, 169, 173
125, 169, 180
125, 169, 182
125, 170, 179
125, 170, 190
125, 170, 192
125, 171, 177
125, 172, 187
125, 172, 194
125, 173, 185
125, 174, 182
125, 174, 184
125, 174, 191
125, 175, 189
125, 176, 186
125, 176, 188
125, 176, 195
125, 177, 192
125, 177, 193
125, 178, 190
125, 179, 189
126, 147, 157
126, 149, 161
126, 150, 160
126, 151, 158
126, 152, 157
126, 152, 164
126, 153, 162
126, 154, 159
126, 154, 160
126, 155, 157
126, 155, 169
126, 155, 170
126, 156, 167
126, 157, 154
126, 157, 166
126, 157, 173
126, 158, 164
126, 158, 171
126, 159, 161
126, 159, 162
126, 159, 169
126, 160, 159
126, 160, 166
126, 160, 168
126, 160, 175
126, 161, 165
126, 161, 173
126, 162, 163
126, 162, 170
126, 162, 172
126, 163, 161
126, 163, 169
126, 163, 180
126, 163, 182
126, 164, 167
126, 164, 178
126, 165, 177
126, 165, 186
126, 166, 175
126, 166, 182
126, 167, 172
126, 167, 174
126, 167, 181
126, 168, 171
126, 168, 179
126, 169, 176
126, 169, 178
126, 169, 185
126, 169, 189
126, 170, 174
126, 170, 182
126, 170, 183
126, 170, 186
126, 170, 187
126, 171, 180
126, 171, 184
126, 171, 193
126, 172, 178
126, 172, 183
126, 172, 190
126, 172, 191
126, 173, 181
126, 173, 195
126, 173, 197
126, 174, 180
126, 174, 187
126, 175, 185
126, 175, 192
126, 176, 183
126, 176, 191
126, 177, 187
126, 177, 189
126, 178, 186
126, 179, 191
126, 179, 193
126, 179, 196
127, 148, 159
127, 150, 162
127, 151, 161
127, 152, 159
127, 153, 158
127, 153, 165
127, 154, 163
127, 154, 168
127, 155, 160
127, 155, 162
127, 155, 164
127, 155, 166
127, 156, 158
127, 156, 163
127, 157, 161
127, 157, 168
127, 157, 170
127, 158, 155
127, 158, 160
127, 158, 167
127, 158, 174
127, 159, 154
127, 159, 158
127, 159, 165
127, 159, 172
127, 160, 164
127, 160, 171
127, 161, 162
127, 161, 169
127, 161, 176
127, 162, 166
127, 162, 167
127, 162, 175
127, 162, 179
127, 163, 164
127, 163, 173
127, 163, 176
127, 163, 177
127, 164, 170
127, 164, 171
127, 164, 174
127, 164, 183
127, 165, 168
127, 165, 173
127, 165, 180
127, 165, 181
127, 166, 171
127, 166, 178
127, 166, 185
127, 167, 169
127, 167, 176
127, 167, 184
127, 168, 162
127, 168, 175
127, 168, 182
127, 169, 173
127, 169, 180
127, 170, 179
127, 170, 190
127, 171, 177
127, 171, 189
127, 172, 185
127, 172, 187
127, 172, 194
127, 173, 184
127, 173, 191
127, 173, 193
127, 174, 182
127, 174, 189
127, 175, 181
127, 175, 188
127, 176, 186
127, 177, 185
127, 177, 192
127, 178, 190
127, 179, 189
128, 150, 160
128, 152, 162
128, 153, 160
128, 154, 159
128, 155, 169
128, 156, 167
128, 157, 164
128, 157, 166
128, 158, 162
128, 158, 169
128, 158, 171
128, 159, 161
128, 159, 168
128, 160, 159
128, 160, 166
128, 160, 173
128, 160, 175
128, 161, 156
128, 161, 165
128, 161, 172
128, 162, 163
128, 162, 170
128, 163, 161
128, 163, 169
128, 163, 180
128, 164, 165
128, 164, 167
128, 164, 178
128, 165, 175
128, 165, 177
128, 165, 184
128, 166, 174
128, 166, 182
128, 167, 172
128, 167, 179
128, 167, 181
128, 168, 178
128, 168, 185
128, 168, 186
128, 168, 189
128, 169, 176
128, 169, 183
128, 170, 174
128, 170, 182
128, 170, 186
128, 171, 173
128, 171, 180
128, 171, 184
128, 171, 191
128, 172, 178
128, 172, 181
128, 172, 183
128, 173, 175
128, 173, 177
128, 173, 180
128, 173, 188
128, 173, 195
128, 174, 178
128, 174, 185
128, 174, 187
128, 174, 194
128, 175, 183
128, 175, 191
128, 175, 192
128, 175, 199
128, 176, 170
128, 176, 182
128, 176, 189
128, 176, 198
128, 177, 187
128, 177, 194
128, 177, 196
128, 178, 186
128, 179, 191
128, 179, 196
128, 180, 190
128, 180, 194
128, 181, 192
128, 188, 220
129, 151, 161
129, 153, 163
129, 153, 165
129, 154, 162
129, 154, 166
129, 155, 164
129, 156, 163
129, 156, 170
129, 157, 161
129, 157, 168
129, 158, 167
129, 159, 164
129, 159, 165
129, 159, 172
129, 160, 162
129, 160, 169
129, 160, 171
129, 161, 160
129, 161, 167
129, 162, 166
129, 162, 177
129, 163, 164
129, 163, 176
129, 164, 174
129, 164, 181
129, 165, 161
129, 165, 173
129, 165, 180
129, 166, 169
129, 166, 171
129, 166, 178
129, 167, 175
129, 167, 176
129, 167, 184
129, 168, 173
129, 168, 182
129, 169, 179
129, 169, 180
129, 170, 163
129, 170, 177
129, 170, 189
129, 170, 190
129, 171, 176
129, 172, 165
129, 172, 185
129, 172, 193
129, 173, 184
129, 174, 181
129, 174, 182
129, 174, 197
129, 175, 168
129, 175, 188
129, 175, 195
129, 176, 185
129, 176, 186
129, 176, 193
129, 177, 190
129, 177, 192
129, 178, 189
129, 179, 187
129, 181, 195
129, 183, 190
129, 183, 199
130, 152, 162
130, 155, 167
130, 156, 166
130, 157, 164
130, 157, 171
130, 158, 162
130, 158, 169
130, 159, 168
130, 160, 166
130, 160, 173
130, 161, 163
130, 161, 165
130, 161, 172
130, 161, 176
130, 162, 161
130, 162, 169
130, 162, 170
130, 162, 173
130, 162, 175
130, 163, 167
130, 163, 171
130, 163, 178
130, 163, 180
130, 164, 165
130, 164, 170
130, 164, 177
130, 165, 168
130, 165, 175
130, 165, 182
130, 166, 174
130, 166, 181
130, 167, 172
130, 167, 179
130, 167, 186
130, 168, 171
130, 168, 178
130, 168, 185
130, 169, 174
130, 169, 176
130, 169, 183
130, 169, 187
130, 170, 166
130, 170, 182
130, 170, 184
130, 170, 186
130, 171, 164
130, 171, 178
130, 171, 180
130, 171, 183
130, 171, 191
130, 172, 177
130, 172, 181
130, 172, 188
130, 172, 190
130, 173, 180
130, 173, 187
130, 173, 194
130, 174, 185
130, 175, 183
130, 175, 191
130, 176, 180
130, 176, 182
130, 176, 189
130, 177, 187
130, 178, 170
130, 178, 184
130, 178, 186
130, 178, 197
130, 179, 196
130, 180, 192
130, 181, 191
130, 183, 195
130, 184, 193
131, 153, 163
131, 154, 166
131, 155, 163
131, 155, 164
131, 157, 167
131, 157, 168
131, 158, 165
131, 158, 172
131, 159, 164
131, 159, 171
131, 160, 169
131, 161, 167
131, 162, 166
131, 162, 177
131, 163, 163
131, 163, 164
131, 163, 176
131, 164, 173
131, 164, 174
131, 164, 181
131, 165, 159
131, 165, 171
131, 165, 178
131, 165, 180
131, 166, 169
131, 166, 176
131, 167, 168
131, 167, 175
131, 167, 182
131, 167, 184
131, 168, 173
131, 168, 180
131, 169, 172
131, 169, 179
131, 170, 177
131, 170, 189
131, 171, 174
131, 171, 176
131, 171, 187
131, 172, 165
131, 172, 184
131, 172, 185
131, 172, 193
131, 173, 182
131, 174, 181
131, 174, 188
131, 174, 197
131, 175, 168
131, 175, 186
131, 175, 193
131, 175, 195
131, 175, 198
131, 176, 185
131, 176, 196
131, 177, 183
131, 177, 190
131, 177, 194
131, 178, 189
131, 178, 193
131, 178, 200
131, 179, 171
131, 179, 187
131, 179, 191
131, 179, 198
131, 180, 184
131, 180, 188
131, 181, 194
131, 181, 195
131, 182, 192
131, 182, 199
131, 183, 190
131, 183, 198
131, 184, 196
131, 185, 194
131, 187, 198
132, 155, 167
132, 156, 166
132, 157, 164
132, 158, 169
132, 159, 166
132, 159, 168
132, 160, 165
132, 160, 172
132, 161, 170
132, 161, 175
132, 162, 169
132, 162, 173
132, 163, 167
132, 163, 171
132, 163, 178
132, 164, 165
132, 164, 168
132, 164, 170
132, 164, 177
132, 165, 167
132, 165, 175
132, 165, 182
132, 166, 172
132, 166, 174
132, 166, 181
132, 167, 171
132, 167, 178
132, 167, 179
132, 168, 176
132, 168, 185
132, 168, 187
132, 169, 174
132, 169, 182
132, 169, 183
132, 169, 186
132, 170, 180
132, 170, 184
132, 171, 178
132, 171, 183
132, 172, 177
132, 172, 180
132, 172, 181
132, 172, 188
132, 173, 166
132, 173, 178
132, 173, 194
132, 174, 176
132, 174, 183
132, 174, 185
132, 174, 192
132, 175, 182
132, 176, 169
132, 176, 180
132, 176, 187
132, 177, 170
132, 177, 186
132, 177, 197
132, 178, 184
132, 178, 196
132, 179, 183
132, 179, 194
132, 180, 192
132, 181, 189
132, 181, 191
132, 181, 198
132, 182, 195
132, 182, 196
132, 183, 193
132, 184, 199
132, 185, 197
132, 204, 234
133, 156, 168
133, 157, 167
133, 159, 171
133, 160, 167
133, 160, 169
133, 161, 166
133, 162, 176
133, 162, 177
133, 163, 174
133, 164, 173
133, 164, 180
133, 165, 171
133, 165, 178
133, 166, 168
133, 166, 169
133, 166, 176
133, 167, 173
133, 167, 175
133, 167, 182
133, 168, 172
133, 168, 180
133, 169, 170
133, 169, 177
133, 169, 179
133, 170, 176
133, 170, 187
133, 170, 189
133, 171, 185
133, 172, 165
133, 172, 184
133, 172, 191
133, 173, 182
133, 174, 168
133, 174, 179
133, 174, 181
133, 174, 188
133, 174, 195
133, 175, 186
133, 175, 193
133, 176, 183
133, 176, 185
133, 176, 192
133, 177, 181
133, 177, 190
133, 177, 193
133, 177, 194
133, 178, 187
133, 178, 191
133, 178, 198
133, 179, 185
133, 179, 190
133, 179, 197
133, 180, 188
133, 180, 195
133, 180, 204
133, 181, 187
133, 181, 194
133, 182, 199
133, 183, 198
133, 184, 194
133, 184, 196
133, 184, 203
133, 186, 198
133, 186, 203
134, 157, 169
134, 158, 168
134, 160, 172
134, 161, 170
134, 161, 175
134, 162, 167
134, 162, 169
134, 162, 171
134, 162, 173
134, 163, 170
134, 163, 177
134, 163, 178
134, 164, 168
134, 164, 175
134, 165, 167
134, 165, 174
134, 165, 181
134, 166, 172
134, 166, 179
134, 167, 162
134, 167, 171
134, 167, 178
134, 168, 169
134, 168, 176
134, 168, 183
134, 169, 173
134, 169, 174
134, 169, 182
134, 169, 186
134, 170, 164
134, 170, 171
134, 170, 180
134, 170, 183
134, 170, 184
134, 171, 177
134, 171, 178
134, 171, 181
134, 171, 190
134, 172, 180
134, 172, 187
134, 172, 188
134, 173, 178
134, 173, 185
134, 173, 194
134, 174, 183
134, 174, 191
134, 175, 169
134, 175, 182
134, 176, 180
134, 176, 187
134, 177, 186
134, 177, 197
134, 178, 184
134, 178, 196
134, 179, 194
134, 180, 191
134, 180, 198
134, 180, 200
134, 181, 196
134, 182, 195
134, 183, 200
134, 184, 199
134, 185, 190
134, 185, 197
134, 186, 194
134, 186, 196
135, 159, 169
135, 162, 176
135, 163, 174
135, 164, 171
135, 164, 173
135, 165, 169
135, 165, 176
135, 165, 178
135, 166, 168
135, 166, 175
135, 167, 173
135, 167, 180
135, 167, 182
135, 168, 172
135, 168, 179
135, 169, 177
135, 170, 168
135, 170, 176
135, 170, 187
135, 171, 174
135, 171, 185
135, 172, 182
135, 172, 184
135, 172, 191
135, 173, 181
135, 173, 189
135, 174, 179
135, 174, 186
135, 174, 188
135, 174, 195
135, 175, 185
135, 175, 193
135, 176, 176
135, 176, 183
135, 176, 190
135, 177, 181
135, 177, 189
135, 177, 193
135, 178, 187
135, 178, 191
135, 178, 198
135, 179, 185
135, 179, 188
135, 179, 190
135, 179, 197
135, 180, 187
135, 180, 195
135, 181, 192
135, 181, 194
135, 181, 201
135, 182, 199
135, 183, 196
135, 184, 194
135, 184, 201
135, 184, 203
135, 185, 193
135, 185, 200
135, 186, 191
135, 186, 203
135, 188, 195
135, 188, 207
135, 194, 202
135, 208, 241
136, 160, 170
136, 160, 172
136, 161, 169
136, 161, 173
136, 162, 171
136, 163, 170
136, 163, 177
136, 164, 175
136, 165, 174
136, 166, 171
136, 166, 172
136, 166, 179
136, 167, 169
136, 167, 176
136, 167, 178
136, 168, 174
136, 168, 183
136, 169, 173
136, 169, 180
136, 169, 182
136, 169, 184
136, 170, 164
136, 170, 171
136, 170, 178
136, 170, 183
136, 171, 177
136, 171, 181
136, 171, 188
136, 172, 175
136, 172, 180
136, 172, 187
136, 173, 176
136, 173, 178
136, 173, 185
136, 173, 192
136, 174, 175
136, 174, 182
136, 174, 183
136, 174, 191
136, 175, 180
136, 175, 189
136, 176, 186
136, 176, 187
136, 177, 184
136, 177, 196
136, 178, 183
136, 179, 172
136, 179, 181
136, 179, 192
136, 179, 200
136, 180, 191
136, 181, 188
136, 181, 189
136, 181, 196
136, 182, 175
136, 182, 195
136, 183, 192
136, 183, 193
136, 184, 190
136, 184, 197
136, 184, 199
136, 185, 196
136, 186, 194
136, 187, 192
136, 192, 201
137, 162, 174
137, 163, 173
137, 164, 171
137, 164, 178
137, 165, 176
137, 166, 175
137, 167, 173
137, 167, 180
137, 168, 170
137, 168, 172
137, 168, 179
137, 169, 176
137, 169, 177
137, 170, 167
137, 170, 174
137, 170, 185
137, 170, 187
137, 171, 165
137, 171, 172
137, 171, 184
137, 172, 182
137, 172, 189
137, 173, 181
137, 173, 188
137, 174, 179
137, 174, 186
137, 175, 177
137, 175, 185
137, 175, 192
137, 176, 181
137, 176, 183
137, 176, 190
137, 176, 194
137, 177, 189
137, 177, 191
137, 177, 193
137, 178, 171
137, 178, 185
137, 178, 187
137, 178, 190
137, 179, 184
137, 179, 188
137, 179, 197
137, 180, 187
137, 180, 201
137, 180, 202
137, 181, 183
137, 181, 185
137, 181, 192
137, 182, 190
137, 182, 198
137, 182, 205
137, 183, 189
137, 183, 196
137, 184, 193
137, 184, 194
137, 185, 200
137, 186, 198
137, 187, 195
137, 189, 196
137, 189, 203
137, 190, 202
137, 191, 200
137, 210, 244
137, 214, 243
138, 161, 173
138, 164, 174
138, 164, 175
138, 165, 172
138, 165, 179
138, 166, 178
138, 167, 176
138, 168, 174
138, 169, 173
138, 169, 184
138, 170, 183
138, 171, 180
138, 171, 181
138, 171, 188
138, 172, 178
138, 172, 185
138, 172, 187
138, 173, 176
138, 173, 183
138, 174, 175
138, 174, 182
138, 174, 189
138, 174, 191
138, 175, 172
138, 175, 180
138, 175, 187
138, 176, 170
138, 176, 179
138, 176, 186
138, 177, 184
138, 177, 196
138, 178, 181
138, 178, 183
138, 178, 194
138, 179, 191
138, 179, 192
138, 179, 200
138, 180, 189
138, 180, 198
138, 181, 188
138, 181, 195
138, 181, 196
138, 181, 203
138, 182, 193
138, 182, 200
138, 183, 192
138, 184, 197
138, 185, 196
138, 186, 192
138, 186, 194
138, 187, 202
138, 187, 204
138, 190, 197
138, 192, 201
138, 195, 204
138, 210, 239
138, 212, 243
138, 214, 240
139, 162, 174
139, 163, 173
139, 165, 175
139, 165, 176
139, 166, 173
139, 167, 179
139, 167, 180
139, 168, 177
139, 168, 182
139, 169, 176
139, 169, 180
139, 170, 174
139, 170, 178
139, 170, 185
139, 171, 175
139, 171, 177
139, 171, 184
139, 172, 174
139, 172, 181
139, 172, 182
139, 172, 189
139, 173, 168
139, 173, 172
139, 173, 179
139, 173, 188
139, 174, 177
139, 174, 185
139, 174, 186
139, 175, 176
139, 175, 183
139, 175, 190
139, 175, 192
139, 175, 194
139, 176, 181
139, 176, 189
139, 176, 193
139, 177, 180
139, 177, 187
139, 178, 185
139, 178, 190
139, 178, 197
139, 179, 184
139, 179, 187
139, 179, 188
139, 179, 195
139, 180, 182
139, 180, 194
139, 181, 190
139, 181, 199
139, 182, 189
139, 182, 196
139, 183, 176
139, 183, 187
139, 183, 194
139, 184, 193
139, 184, 204
139, 185, 191
139, 185, 203
139, 186, 201
139, 188, 196
139, 188, 198
139, 188, 205
139, 189, 195
139, 189, 203
139, 191, 199
139, 192, 204
139, 194, 201
140, 163, 175
140, 164, 174
140, 166, 178
140, 167, 174
140, 167, 176
140, 169, 183
140, 170, 181
140, 171, 180
140, 171, 187
140, 172, 178
140, 172, 185
140, 173, 175
140, 173, 176
140, 173, 183
140, 174, 180
140, 174, 182
140, 174, 189
140, 175, 172
140, 175, 179
140, 175, 187
140, 176, 170
140, 176, 177
140, 176, 184
140, 176, 186
140, 177, 175
140, 177, 183
140, 177, 194
140, 177, 196
140, 178, 181
140, 178, 192
140, 179, 191
140, 180, 189
140, 180, 196
140, 181, 186
140, 181, 188
140, 181, 195
140, 181, 202
140, 182, 193
140, 183, 190
140, 183, 192
140, 183, 199
140, 183, 203
140, 184, 196
140, 184, 197
140, 184, 201
140, 185, 194
140, 185, 198
140, 185, 205
140, 185, 207
140, 186, 192
140, 186, 204
140, 187, 195
140, 187, 202
140, 187, 211
140, 188, 201
140, 190, 197
140, 190, 212
140, 191, 201
140, 191, 203
140, 192, 200
140, 192, 208
140, 208, 243
141, 164, 176
141, 165, 175
141, 167, 179
141, 168, 177
141, 168, 182
141, 169, 176
141, 169, 178
141, 169, 180
141, 170, 177
141, 170, 184
141, 170, 185
141, 171, 175
141, 171, 182
141, 172, 181
141, 172, 188
141, 173, 179
141, 173, 186
141, 174, 177
141, 174, 185
141, 175, 176
141, 175, 183
141, 175, 190
141, 176, 180
141, 176, 181
141, 176, 189
141, 176, 193
141, 177, 178
141, 177, 187
141, 177, 190
141, 177, 191
141, 178, 184
141, 178, 185
141, 178, 188
141, 178, 197
141, 179, 175
141, 179, 182
141, 179, 187
141, 179, 194
141, 180, 185
141, 180, 192
141, 180, 199
141, 180, 201
141, 181, 190
141, 181, 198
141, 182, 189
141, 182, 196
141, 183, 187
141, 183, 194
141, 184, 193
141, 184, 204
141, 185, 190
141, 185, 191
141, 185, 203
141, 186, 199
141, 186, 201
141, 187, 198
141, 187, 205
141, 188, 196
141, 188, 203
141, 189, 202
141, 190, 200
141, 190, 207
141, 191, 206
141, 192, 204
141, 193, 201
141, 209, 244
141, 216, 242
141, 219, 245
142, 169, 183
142, 170, 181
142, 171, 178
142, 171, 180
142, 172, 183
142, 172, 185
142, 173, 182
142, 174, 180
142, 174, 187
142, 174, 189
142, 175, 179
142, 175, 186
142, 176, 184
142, 177, 183
142, 177, 194
142, 178, 181
142, 178, 192
142, 179, 189
142, 179, 191
142, 179, 198
142, 180, 188
142, 180, 196
142, 181, 186
142, 181, 193
142, 181, 195
142, 182, 192
142, 182, 199
142, 182, 200
142, 182, 203
142, 183, 190
142, 183, 197
142, 183, 201
142, 184, 188
142, 184, 196
142, 184, 200
142, 185, 194
142, 185, 198
142, 186, 192
142, 186, 195
142, 186, 197
142, 186, 204
142, 187, 193
142, 187, 202
142, 188, 192
142, 188, 199
142, 188, 201
142, 188, 208
142, 189, 197
142, 189, 205
142, 191, 201
142, 195, 202
142, 196, 203
142, 196, 210
142, 196, 212
142, 198, 207
142, 202, 234
142, 215, 248
143, 167, 179
143, 168, 180
143, 169, 178
143, 170, 184
143, 171, 182
143, 172, 181
143, 173, 179
143, 173, 186
143, 174, 183
